,text_id,text,label
1649,hasoc_en_1650,"Today's cartoon by me on #DhoniKeSaathDesh  Kindly retweet,follow for more such cartoons everyday 😇  #DhoniKeepTheGlove #Dhoni #DhoniKeepsTheGlove #BalidanBadge #ICCWorldCup2019 #MSDhoni #keepthegloves #cartoon #IndiaStandsWithDhoni #India #SuperShowDown @virendersehwag   #ICC https://t.co/C3doGAa7DU",NOT
2106,hasoc_en_2107,When the chick on #lovelsland that’s never been in a relationship starts giving out relationship advice #dickhead #wasteman https://t.co/y4vG3ZjKGH,NOT
1996,hasoc_en_1997,Royal Foldable Double Bed Mosquito Net   @ Rs.863 (mrp-2000)    https://t.co/58tPuhLJI7    Upto 55% Off on Pest Control  https://t.co/FLRIpwHAPD    https://t.co/58tPuhLJI7    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam,NOT
2328,hasoc_en_2329,Thread of great importance and florid profanity    #FuckTrump https://t.co/J2n8lBrq2k,NOT
3927,hasoc_en_3928,"@RossThomson_MP Imitation of a tweet, flattery eh?.  Have a pic of your BoJo the chimp to brighten your day.  Imagine this as PM, Jesus wept.  #toriesout #dissolvetheunion #indyref2 #BorisJohnsonShouldNotBePM  About the only time he's been on the left. https://t.co/AXgGFjfanp",NOT
5217,hasoc_en_5218,"Saw some SRK fans using #ShameOnICC tag blaming ICC for the Disasters    Do they know about cricket more than ICC ? Baap ko gyan de Rahe hai ?  Don't need fake viewers like you, chalte bano",HOF
1642,hasoc_en_1643,#Dickhead  Don't be one.   I give you mfs 1 minute of conversation followed by 4 minutes of laughter.  Foh &amp;  Good Day https://t.co/5isPM1bEhc,HOF
2105,hasoc_en_2106,My little crazy gal. Looking all fun and innocent and weird like she hasn't started bringing home half dead birds 🐦 #cats #crazycat #murderer #strikeapose #birdkiller https://t.co/g8L0ErX9JX,NOT
581,hasoc_en_582,"Shree #NarendraModi  do some something for this kind of activity happened in our society. You can only person, jo en #Rapist ke against #Law bna sakte ho aap  Plz #JusticeForTwinkleSharma   Plz #JusticeForEveryoneWhoGotRaped",NOT
4675,hasoc_en_4676,Once Upon a Time #Bangal was know by the name of  land of     ' RABINDRANATH TAGORE '     But now #Bangal has become a LAND of A Dictator &amp; psycho #MamtaBanerjee     she's Destroying the Culture &amp; Heritage of #WestBangal     #KolkataViolence  #DoctorsFightBack   #doctors_against_assualt https://t.co/Y3ShpXTBDX,HOF
60,hasoc_en_61,Unisex Anti Trump AF T-Shirt in Extended Sizes - Small up to 5x https://t.co/cCONVvIIWf  #fucktrump #antitrump #votebluenomatterwho https://t.co/oQkq0Ya6Gy,NOT
388,hasoc_en_389,"good riddance, sarah sanders. #fucktrump https://t.co/S1EYDcYvVT",NOT
2728,hasoc_en_2729,If any other country handles the way ICC handles they will them up for poor preparation     #ShameOnICC,HOF
2182,hasoc_en_2183,@peterdaou @DisTrumpia He isn't. #TrumpIsATraitor,NOT
3882,hasoc_en_3883,#Yale #psychiatrist Bandy X. Lee on #Trump : 'His state of mind has been steadily #deteriorating for some time' | https://t.co/VnD5h4rBDs    #ResignTrump   #Delusional #psychopath   #ADD  #TrumpIsATraitor  https://t.co/8ROUYXw8iT,NOT
3043,hasoc_en_3044,Icc and england cricket destroying big world cricket. England doesn't Deserve host the world cup. #ShameOnICC https://t.co/S1AnsdIFIu,HOF
4773,hasoc_en_4774,"No freedom of press in us anymore, death sentence for the chef of WikiLeaks, and that's only one thing. SHAME ON EVERYBODY WHO VOTES FOR TRUMP. Forreal who would vote for somebody like him after informing themselves for just 5 minutes  #dontvotetrump #fucktrump #scandal",NOT
1927,hasoc_en_1928,"A reminder of the views of Boris Johnson's father, an ex-spy, about the Irish border and the Irish.    https://t.co/hHx8cJ1UV6    #BorisJohnsonShouldNotBePM #Brexit",NOT
1595,hasoc_en_1596,Points table right now.  #ShameOnICC #cwc19 https://t.co/uckawoVZQz,NOT
3202,hasoc_en_3203,@ICC Icc Want Not any Asian Team come in Semi Final.    Not any Single match of England effected by rain.    #ShameOnICC,NOT
107,hasoc_en_108,"If a doctor needs to be assualted or killed for every patient who dies during treatment, then here is a list of people who also deserve the same fate. #Savethedoctors #SaveBengal #savethesaviour #SaveDoctors #DoctorsFightBack #DoctorsStrike #DoctorsProtest #doctor #DoctorStrike https://t.co/RPe3CTQPp3",NOT
1970,hasoc_en_1971,@realDonaldTrump Has anyone told you today how much of a fucking tool you are?! No... Ok.  YOU'RE A FUCKING TOOL!!!   Have a great day 😁  #impeach45 #fucktrump,HOF
5075,hasoc_en_5076,We didn't waited 4 years to see rains in England.  #ShameOnICC https://t.co/eUrAmYpVn3,HOF
3492,hasoc_en_3493,@TheRealOJ32 Awesome! Can you teach me how to murder someone with a knife? #murderer,HOF
1926,hasoc_en_1927,"@Miz_banks @PenceConscience Well technically yes,  but I think that's a lot of effort. I have people and pages I follow, that I built over time. I'll accept the time out, it was worth it. #fucktrump #byefelicia",NOT
2335,hasoc_en_2336,My mementoes today included this P.O.S.... so I’ll give him a shout out.     Never forget... #BrockTurner #Rapist https://t.co/zWTXM8ZAgm,NOT
2791,hasoc_en_2792,@Ghostofcass1 Who is “Trump?”    #JohnMcCainDayJune14 #TrumpIsATraitor #TrumpCriminal #gopcrimesyndicate,HOF
857,hasoc_en_858,"Not enough harassing,  your still here. Your like a very unwelcome relative that wont leave. Everyone let's you know but you still stay. Please go.. I promise you'll be very alone once you do. #JohnMcCainDay #TrumpIsATraitor #Collusion https://t.co/ypExNZhjCp",NOT
4876,hasoc_en_4877,@realDonaldTrump Get some balls that will drop you little  Microdick.  #TrumpTantrum  #McConnellChaoCorruption  #ResignOrBeImpeached  #FathersDay  not for trump when it's  #JohnMcCainDay #June16 #TrumpForPrison  #TrumpForPrison2020  #trump is a lifetime #Traitor  #TrumpIsATraitor   #TrumpTreason   #TrumpLies https://t.co/Hm4K8b2ST9,HOF
412,hasoc_en_413,Meanwhile in other punny stories!!!  #DoctorsFightBack #DoctorsUnderOppression #DoctorsStrike #DoctorsStrike #SAVEDOCTORS #Savethedoctors #SaveBengal #MamataLosingControl #MamataBanarjee #MamataFrustrated   Photo courtesy to @ANI https://t.co/I4Hu3Ex4y8,NOT
2482,hasoc_en_2483,@realDonaldTrump You wish. #FuckTrump,NOT
4120,hasoc_en_4121,Caption Needed.   #ImranKhanPrimeMinister #imrangoldsmith #imranhataomulkbachao https://t.co/J1OqUERp0C,HOF
2325,hasoc_en_2326,@sudhirchaudhary @ICC does only two things.   1. Sleeps most of the times   2. Wakes up to impose some restrictions on @BCCI valid or otherwise #DhoniKeepTheGlove #DhoniKeepsTheGlove https://t.co/CSrEA4zN5p,NOT
4687,hasoc_en_4688,@SumitkadeI @ICC Boycott ICC World Cup 2019 #shameonicc @ICC mean for international chutiyapa council,HOF
975,hasoc_en_976,New logo for world Cup designed by ICC #ShameOnICC https://t.co/AtFL15Gt9B,NOT
5738,hasoc_en_5739,Ah yes Facebook memories where I get reminders of how much of a dickhead I am. 😂😂 #dickhead #Facebook https://t.co/L4ITAdlNFW,HOF
1885,hasoc_en_1886,Do what Linsey says!  #FuckTrump #OrangeFoolius #MAGA #AmericaFirst #BeBest https://t.co/4fJgj7q5GH,NOT
2674,hasoc_en_2675,@awudrick Guy is such a #douchebag his man card should be revoked,HOF
3289,hasoc_en_3290,@RepDougCollins @TheJusticeDept Look what's trending:  #JohnMcCainDay #JohnMcCainDayJune14 #JohnMcCainDayJune14th #JohnMcCainAmericanHero   vs.  #TrumpIsATraitor #TrumpTreason  #TrumpsAnInternationalDisgrace #TrumpResignNow #TrumpCriminalInvestigations #TrumpCrimeSyndicate #TrumpCrimeFamily #TrumpNatSecRisk   🇺🇸,NOT
4914,hasoc_en_4915,"Trump is now 'buying' the Iowa farmers vote by lifting restrictions on the sale of Ethanol E15 during the summer months, an Obama rule to reduce smog!      Trump says he'll get it done, so corn crops will be in high demand!     Who needs clean air anyway? 🙄  #FuckTrump  #ImpeachTheMF",HOF
5638,hasoc_en_5639,@MichaelVaughan Why you are not opening your wide mouth? #ShameOnICC #ShameonEngland,HOF
674,hasoc_en_675,@POTUS Happy #JohhMcCainDay! #TrumpIsATraitor,NOT
4975,hasoc_en_4976,@pollypreston @MattHancock It comes with a vacant seat in the PM's office as #BorisJohnsonShouldNotBePM  won't bother to turn in,HOF
4782,hasoc_en_4783,@mitchellvii @gatewaypundit @MittRomney is a pathetic #Douchebag  The sooner he voted out the better,HOF
5778,hasoc_en_5779,"Since the orange buffoon accuses McGahn of a crime, why continue the 'executive privilege'??? Shouldn't @realDonaldTrump  rescind it, &amp; let him deal with the perjury charge? Trump can't have it both ways.  #TrumpIsATraitor  #TrumpIsANastyLoser https://t.co/xuyNhvlvKD",NOT
79,hasoc_en_80,"@CMofKarnataka,@siddaramaiah,  @MBPatil @DVSBJP  Dear Sir please look at this video we all met Earlier Homeminster for #TGSFraud and #DreamZGKfraud Like you he also promised.#IMAfraud https://t.co/PKAlmcjPcf  @suvarnanewstv",NOT
5245,hasoc_en_5246,We don't need to check D.O.B Of a #rapist.if he is matured enough  to rape he is matured enough to he #hanged  #PMNarendraModi #pmoindia #NaveenPatnaik,NOT
5050,hasoc_en_5051,"@ICC Dear icc, insted of focusing in what is there dhoni's gloves, start focusing on the quality of umpiring in cricket world cup, the world was watching 🙏  #DhoniKeepsTheGlove",HOF
3148,hasoc_en_3149,so we wait 4 years just to see the rain in England. #ENGvWI #eng #ShameOnICC,HOF
715,hasoc_en_716,@ICC could thing about the matches...   They should find a different way for cancelled matches...   Because it's not a tri or country cup..  It's a #WorldCup.  #ShameOnICC,NOT
4620,hasoc_en_4621,Almost Father’s Day and all I want is a hug from my dad and I can’t even get that. #fucktrump,HOF
4342,hasoc_en_4343,“Happy birthday mister president”    Above is one thing I’d never say to him and two words I’d never call him. #FuckTrump,HOF
3328,hasoc_en_3329,Dear @ICC  pls concentrate on real issues. Don't make issues. @BCCI #ICCWC2019 #DhoniKeepsTheGlove  #Dhonikesaathdesh https://t.co/AoYkx8obob,NOT
4069,hasoc_en_4070,@ICC   Idiot Cricket Council  -  Did you plan the ICC Cricket World Cup assuming it will be played in Dubai  ?  #ICCCricketWorldCup #ICCWorldCup #icc #RainStopsMatch #ShameOnICC #CWC2019 #ICCRainCup2019 #ICCCricketWorldCup2019 @republic_sports @timesofindia #IdiotCricketCouncil,HOF
5763,hasoc_en_5764,@ikseshwarappa Sir We met you at your homefor helping us? #TGSFraud its more than2 year. Till date no support from CID and no judgement from honurable court and no support from @BJP4Karnataka #DreamzGKFraud #IMAFraud How long you want to watch such scams?,HOF
267,hasoc_en_268,"Now we can add #FlagRapist to the resume of #Traitor, #Pedophile, #Racist, #Rapist and serial sexual predator of women @RealDonaldtRump! https://t.co/2nBGNxGIsi via @HuffPostPol #MeToo",HOF
4493,hasoc_en_4494,Enjoying listening to @realDonaldTrump try and backpeddle his comments about accepting foreign help and being a willing participant to #CORRUPTION! #TrumpIsATraitor #trumpcoverup,HOF
4256,hasoc_en_4257,#Congress is investigating #KellyanneConway for breaking the law over and over again #LockHerUp #TrumpIsATraitor #VoteBlue2020  https://t.co/PsbEWLV2yF,HOF
1145,hasoc_en_1146,@ANINewsUP @ANI I could crack a joke about it but that wouldn’t make it any bit the merrier! This is sad beyond the depths of the deepest pits.... #rapist,NOT
3426,hasoc_en_3427,@realDonaldTrump @RepAdamSchiff Just more lies from the Putin-installed #LiarInChief   #TrumpRussia   #TrumpIsATraitor,HOF
5786,hasoc_en_5787,#DhoniKeepsTheGlove...first improve ur gully umpiring.....and talk about any obligations ...,NOT
1991,hasoc_en_1992,A single doctoes life costs a thousand of patients life. Stand with them to build a healthy society. Say no to mamta less banerjee.  #SaveBengalFromTMC   #Savethedoctors   #SaveTheSaviours   #standwithNRS   #DoctorsFightBack   #DoctorStrike   #DoctorsUnderOppression,NOT
3837,hasoc_en_3838,@mipaltan None other than our HITMAN RO-HIT SHARMA @ImRo45 BY THE WAY #ShameOnICC,NOT
1815,hasoc_en_1816,Quinnipiac University National Poll released today!     Every Democrat is leading Trump! 🙏🌊    Joe Biden: 53/40  Bernie Sanders: 51/42  Kamala Harris: 49/41  Elizabeth Warren: 49/42  Pete Buttigieg: 47/42  Cory Booker: 47/42     #VoteBluNoMatterWho   #FuckTrump,NOT
1147,hasoc_en_1148,What will you do #icc on 16th match of india vs pakistan there same weather like previous match fans are waiting for prope decision from #icc... better you shift all matches to other ground or make some good solution on this regard...#ShameOnICC,NOT
659,hasoc_en_660,@BillCosby For all the good women who have wonderful fathers BLOCK THIS #RAPIST @BillCosby,NOT
1087,hasoc_en_1088,"@ShashiTharoor Couldn't agree more.  Stop this atrocities on Doctors.  Have heard they are still diagnosing patients but not taking money since it will be unethical for them to take money during strike, but yet not defying there duty. Deserve respect.  #doctors  #DoctorsProtest   #DoctorsFightBack",NOT
2819,hasoc_en_2820,"@private_prive @EOketokun fuck both of you. If I say he’s in a fucking medical, he’s in a fucking medical. I work hard for this shit, don’t come at me with that criticism shit, you want beef we can sort this out properly still #dickhead",HOF
717,hasoc_en_718,@SNPChris Christopher you really do fancy yourself don’t you 😂 with a chin like that you’re easy pickings 🥊 meant to be a politician as well 🙄 very professional. #douchebag,NOT
5139,hasoc_en_5140,Zemmour liked this tweet #dickhead https://t.co/OvWCg0wv5X,NOT
4770,hasoc_en_4771,"@LindseyGrahamSC @hughhewitt We get it — you’ve given out the talking point that the prez is not bad - the Steele dossier was the same thing.  It wasn’t, you know it—but it’s the only thing you can say - the President is a traitor which you also know but you and McConnell are in to deep.  #TrumpIsATraitor",NOT
1329,hasoc_en_1330,"@fawadchaudhry Is Namaz also banned? Why was some teams are allowed to do religious act where on others are stopped on their patriotism,is @ICC biased?  @bcci should stop @ICC, if required we will stop @cricketworldcup  #DhoniKeepTheGlove   #DhoniKeepsTheGlove   #DhoniKeSaathDesh   #IndiaWithDhoni",NOT
465,hasoc_en_466,@shiplaplove His own son died of cancer.. and hw can cure it? I'd say he's a #Douchebag,NOT
2424,hasoc_en_2425,He must have voted for trump,NOT
4073,hasoc_en_4074,#DoctorsFightBack  @MamataOfficial playing dangerous card game as divide n rule strategy.   During Communist rule - Women card.   During election n festivals - Religion card.   Now Doctors protest - Language card.   MEME-ta BAN-HER-jee herself seen as JOKER (Victim card)   #SaveBengal,HOF
3377,hasoc_en_3378,"Stupid,stupid,stupid #murderer https://t.co/5lXRpWjxpf",HOF
424,hasoc_en_425,Don't know y no rain in England's match . Does this #WorldCup2019 is fixed ? 5th match of England but no rain or a drop of water in there games 😠😠🤨 . I think that @ICC and @ECB_cricket had fixed the #CWC19 for them .  #ShameOnICC   #ENGvWI   #ENGvWI   #TeamIndia   #INDvsPAK,HOF
381,hasoc_en_382,@narendramodi Respected PM @narendramodi Ji   Address the issue of #AssaultOnDoctors and speak on measures to #StopViolenceAgainstDoctors and #SaveTheDoctors .  #DoctorsUnderOppression   #DoctorsFightBack,NOT
1598,hasoc_en_1599,@Reuters All countries who care about their safety and security should #BanHuawei.   #Huawei is just a spying tool developed and extensively used by the Communist Party of China.    #CommunismKills #BoycottChina #oppression,HOF
3898,hasoc_en_3899,#SAMIIBRAHIM #PakvsInd #FawadChaudhry #HinduSamarajyaDiwas #DoctorsFightBack #BoycottBankAlFalah Hahaha When You Type Bhikhari in Google Search It is Popping Up Imran Khan Pics 😂😂😂😂😂😂 https://t.co/WRrAWvqwsW,NOT
1021,hasoc_en_1022,Nothing wrong in wearing the proud badge.. ICC have to consider... #DhoniKeepsTheGlove,NOT
3124,hasoc_en_3125,Wonderful article in ⁦@elpaisinenglish⁩ about the new #Spanish edition of my #book The #Poet and the #Murderer #bookreview #ElPais https://t.co/b1kPzI15wC,NOT
1293,hasoc_en_1294,Elizabeth Warren wants Congress to uphold its duty and impeach the President #Resist #ResistTrump #FuckTrump https://t.co/vXkJlwnPn1,NOT
3384,hasoc_en_3385,@ICC @cricketworldcup what is this icc..is there  no religious practice in cricket field?? How can u partial towards nation and different rule for different country? #ShameonICC https://t.co/OPS21dgAMY,NOT
218,hasoc_en_219,"@realDonaldTrump “I was such an amazing quarterback in high school, that I can tell you. Watch these 50 year old videos...” 🙄    Dolt45 loves to prove over and over again what a PATHETIC LOSER he is. Can you please for one day show just a little bit of class?    #Douchebag",HOF
